month,campaign_id,campaign_name,objective,spend_usd,impressions,reach,clicks,link_clicks,result_type,results
2025-07,120227303716680641,Physiotherapy | $6 | Testing - Respond.io 2025Jul10,OUTCOME_ENGAGEMENT,11.72,12156,10195,223,81,onsite_conversion.messaging_conversation_started_7d,7
2025-07,120227303716690641,Wound Care - Respond.io 2025Jul10,OUTCOME_ENGAGEMENT,13.3,10156,7978,230,39,onsite_conversion.messaging_conversation_started_7d,4
2025-07,120227303716700641,Dr Visit - Respond.io 2025Jul10,OUTCOME_ENGAGEMENT,83.83,75672,53334,1721,265,onsite_conversion.messaging_conversation_started_7d,55
2025-07,120227303716710641,Lab Test - Respond.io 2025Jul10,OUTCOME_ENGAGEMENT,40,31059,25465,718,162,onsite_conversion.messaging_conversation_started_7d,78
2025-07,120227303716720641,Physiotherapy | Respond.io 2025Jul10,OUTCOME_ENGAGEMENT,72.32,91106,70328,1144,296,onsite_conversion.messaging_conversation_started_7d,59
2025-07,120227303717360641,Nursing | $35 - Respond.io 2025Jul10,OUTCOME_ENGAGEMENT,72.56,81890,60795,1326,321,onsite_conversion.messaging_conversation_started_7d,62
2025-07,120227412239930641,Dr Visit - Respond.io 2025Jul13,OUTCOME_ENGAGEMENT,36.23,32994,25595,852,118,onsite_conversion.purchase,
2025-07,120227412239950641,Imaging Services | $8 | Respond.io 2025Jul13,OUTCOME_ENGAGEMENT,18.39,31069,28143,663,94,onsite_conversion.purchase,
2025-07,120227412239960641,Lab Test - Respond.io 2025Jul13,OUTCOME_ENGAGEMENT,10.83,10876,10130,211,46,onsite_conversion.purchase,
2025-07,120227412239980641,Physiotherapy | $6 | Testing - Respond.io 2025Jul13,OUTCOME_ENGAGEMENT,4.77,4345,3804,89,31,onsite_conversion.purchase,
2025-07,120227412240000641,Nursing | $35 - Respond.io 2025Jul13,OUTCOME_ENGAGEMENT,29.79,44970,39237,903,131,onsite_conversion.purchase,
2025-07,120227412240020641,Physiotherapy | Respond.io 2025Jul13,OUTCOME_ENGAGEMENT,31.73,49310,41805,745,189,onsite_conversion.purchase,1
2025-07,120227412240720641,Wound Care - Respond.io 2025Jul13,OUTCOME_ENGAGEMENT,5.49,5591,5018,195,24,onsite_conversion.purchase,
2025-07,120227445417210641,Dr Visit - Respond.io 2025Jul13 - Copy,OUTCOME_ENGAGEMENT,677.15,452472,178861,10040,1688,onsite_conversion.messaging_conversation_started_7d,400
2025-07,120227445417220641,Imaging Services | $8 | Respond.io 2025Jul13 - Copy,OUTCOME_ENGAGEMENT,406.4,542302,270258,10005,1707,onsite_conversion.messaging_conversation_started_7d,499
2025-07,120227445417230641,Physiotherapy | Respond.io 2025Jul13 - Copy,OUTCOME_ENGAGEMENT,658.2,803878,376978,9917,2560,onsite_conversion.messaging_conversation_started_7d,481
2025-07,120227445417250641,Nursing | $35 - Respond.io 2025Jul13 - Copy,OUTCOME_ENGAGEMENT,629.05,717341,292849,11082,2358,onsite_conversion.messaging_conversation_started_7d,427
2025-07,120227445417310641,Physiotherapy | $6 | Testing - Respond.io 2025Jul13 - Copy,OUTCOME_ENGAGEMENT,75.28,71953,43460,1543,497,onsite_conversion.messaging_conversation_started_7d,70
2025-07,120227445417320641,Wound Care - Respond.io 2025Jul13 - Copy,OUTCOME_ENGAGEMENT,171.02,114118,43265,2605,503,onsite_conversion.messaging_conversation_started_7d,61
2025-07,120227445417350641,Lab Test - Respond.io 2025Jul13 - Copy,OUTCOME_ENGAGEMENT,352.22,265272,131459,5968,1051,onsite_conversion.messaging_conversation_started_7d,419
2025-08,120222834173730641,Profile Traffic Campaign (Followers) | $12 | May 7,OUTCOME_TRAFFIC,340.38,733517,401084,17444,16462,mixed,
2025-08,120225607512910641,mini TVCs 2025,OUTCOME_ENGAGEMENT,620.89,377036,210788,16476,2647,onsite_conversion.messaging_conversation_started_7d,398
2025-08,120227445417210641,Dr Visit - Respond.io 2025Jul13 - Copy,OUTCOME_ENGAGEMENT,14.65,11295,10092,258,68,onsite_conversion.messaging_conversation_started_7d,21
2025-08,120227445417220641,Imaging Services | $8 | Respond.io 2025Jul13 - Copy,OUTCOME_ENGAGEMENT,10.04,9388,8375,213,52,onsite_conversion.messaging_conversation_started_7d,11
2025-08,120227445417230641,Physiotherapy | Respond.io 2025Jul13 - Copy,OUTCOME_ENGAGEMENT,16.74,16042,12942,255,80,onsite_conversion.messaging_conversation_started_7d,19
2025-08,120227445417250641,Nursing | $35 - Respond.io 2025Jul13 - Copy,OUTCOME_ENGAGEMENT,14.84,14996,12731,208,52,onsite_conversion.messaging_conversation_started_7d,9
2025-08,120227445417320641,Wound Care - Respond.io 2025Jul13 - Copy,OUTCOME_ENGAGEMENT,4.22,2100,1578,59,15,onsite_conversion.messaging_conversation_started_7d,3
2025-08,120227445417350641,Lab Test - Respond.io 2025Jul13 - Copy,OUTCOME_ENGAGEMENT,6.42,2852,2567,61,11,onsite_conversion.messaging_conversation_started_7d,3
2025-08,120228579427670641,Imaging Services - ABO - 2025Aug1,OUTCOME_ENGAGEMENT,792.95,786724,338009,15065,2959,mixed,
2025-08,120228579427710641,Dr Visit - CBO - 2025Aug1,OUTCOME_ENGAGEMENT,505.98,429955,184954,10478,2294,onsite_conversion.messaging_conversation_started_7d,465
2025-08,120228579427740641,Nursing - CBO - 2025Aug1,OUTCOME_ENGAGEMENT,506.77,497799,183961,8369,2050,onsite_conversion.messaging_conversation_started_7d,310
2025-08,120228579427750641,Physiotherapy - CBO - 2025Aug1,OUTCOME_ENGAGEMENT,570.64,691527,250411,13300,3007,onsite_conversion.messaging_conversation_started_7d,682
2025-08,120228579427760641,Wound Care - CBO - 2025Aug1,OUTCOME_ENGAGEMENT,303.37,177936,54866,4104,1328,onsite_conversion.messaging_conversation_started_7d,124
2025-08,120228579427770641,Lab Test - CBO - 2025Aug1,OUTCOME_ENGAGEMENT,762.09,470712,213239,7755,1544,onsite_conversion.messaging_conversation_started_7d,749
2025-08,120229306970220641,Physiotherapy - 2025Aug15,OUTCOME_ENGAGEMENT,632.8,484504,177004,9344,2036,onsite_conversion.messaging_conversation_started_7d,514
2025-08,120229325762870641,Nursing - 2025Aug15,OUTCOME_ENGAGEMENT,625.25,506215,180590,6525,1728,onsite_conversion.messaging_conversation_started_7d,241
2025-08,120229326433050641,Dr Visit - 2025Aug15,OUTCOME_ENGAGEMENT,271.79,247175,126087,5154,1032,onsite_conversion.messaging_conversation_started_7d,192
2025-08,120229775957540641,Recruiting,OUTCOME_LEADS,4.9,4727,3329,44,21,leadgen.other,2
2025-08,120229843415210641,Recruiting Messages,OUTCOME_ENGAGEMENT,74.19,77044,33005,969,223,onsite_conversion.messaging_conversation_started_7d,108
2025-09,120222834173730641,Profile Traffic Campaign (Followers) | $12 | May 7,OUTCOME_TRAFFIC,300.18,556968,313602,13032,12814,mixed,
2025-09,120225607512910641,mini TVCs 2025,OUTCOME_ENGAGEMENT,178.32,100914,71200,4351,804,onsite_conversion.messaging_conversation_started_7d,89
2025-09,120228579427670641,Imaging Services - ABO - 2025Aug1,OUTCOME_ENGAGEMENT,1032.09,950921,373434,18930,4417,mixed,
2025-09,120228579427760641,Wound Care - CBO - 2025Aug1,OUTCOME_ENGAGEMENT,301.21,175096,64222,3137,1085,onsite_conversion.messaging_conversation_started_7d,80
2025-09,120228579427770641,Lab Test - CBO - 2025Aug1,OUTCOME_ENGAGEMENT,754.14,307485,135190,5242,1051,onsite_conversion.messaging_conversation_started_7d,497
2025-09,120229306970220641,Physiotherapy - 2025Aug15,OUTCOME_ENGAGEMENT,537.86,476092,222900,7116,1485,onsite_conversion.messaging_conversation_started_7d,392
2025-09,120229325762870641,Nursing - 2025Aug15,OUTCOME_ENGAGEMENT,1206.28,1035689,360760,14667,4612,onsite_conversion.messaging_conversation_started_7d,606
2025-09,120229843415210641,Recruiting Messages,OUTCOME_ENGAGEMENT,27.92,32296,17651,293,75,onsite_conversion.messaging_conversation_started_7d,26
2025-09,120230441426230641,DrVisit - 2025Sep3,OUTCOME_ENGAGEMENT,495.59,362315,153899,6781,2009,onsite_conversion.messaging_conversation_started_7d,310
2025-09,120230714232220641,Physio Offer 20$/day,OUTCOME_ENGAGEMENT,94.29,37118,21496,800,193,onsite_conversion.messaging_conversation_started_7d,51
2025-09,120230752385950641,SALES | DrVisit | FB Only,OUTCOME_SALES,936.24,999411,413373,31264,6636,mixed,
2025-09,120230908749470641,SALES | Physiotherapy | 25.9.11 | CBO $40,OUTCOME_SALES,856.24,1201845,580262,23598,3065,onsite_conversion.purchase,43
2025-09,120231141591010641,Sales | General,OUTCOME_SALES,232.99,152672,79168,3449,965,onsite_conversion.messaging_conversation_started_7d,166
2025-10,120222834173730641,Profile Traffic Campaign (Followers) | $12 | May 7,OUTCOME_TRAFFIC,309.16,493125,293817,13370,13341,mixed,
2025-10,120228579427670641,Imaging Services - ABO - 2025Aug1,OUTCOME_ENGAGEMENT,277.73,240970,140269,4988,1169,mixed,
2025-10,120228579427760641,Wound Care - CBO - 2025Aug1,OUTCOME_ENGAGEMENT,89.74,54560,28211,1135,321,onsite_conversion.messaging_conversation_started_7d,25
2025-10,120228579427770641,Lab Test - CBO - 2025Aug1,OUTCOME_ENGAGEMENT,221.28,85505,50560,1540,348,onsite_conversion.messaging_conversation_started_7d,172
2025-10,120229325762870641,Nursing - 2025Aug15,OUTCOME_ENGAGEMENT,355.47,304066,154633,4978,1809,onsite_conversion.messaging_conversation_started_7d,240
2025-10,120230752385950641,SALES | DrVisit | FB Only,OUTCOME_SALES,539.84,483469,254252,17890,4056,mixed,
2025-10,120230908749470641,SALES | Physiotherapy | 25.9.11 | CBO $40,OUTCOME_SALES,405.99,507625,281925,9628,1413,onsite_conversion.purchase,17
2025-10,120231141591010641,Sales | General,OUTCOME_SALES,616.5,488765,244388,12237,3861,onsite_conversion.messaging_conversation_started_7d,735
2025-10,120232492438500641,Purchase | Andromeda | 25.10.9,OUTCOME_SALES,4918.06,7778304,1642503,236059,90180,mixed,
2025-10,120232737782800641,Bag Sales | Rozenama,OUTCOME_SALES,565.98,301344,105752,10534,7135,offsite_conversion.fb_pixel_purchase,28
2025-10,120233369396810641,Arab Therapy Leads,OUTCOME_LEADS,81.97,83777,51689,1842,756,leadgen.other,60
2025-11,120222834173730641,Profile Traffic Campaign (Followers) | $12 | May 7,OUTCOME_TRAFFIC,300.73,454686,276066,12862,12135,mixed,
2025-11,120232492438500641,Purchase | Andromeda | 25.10.9,OUTCOME_SALES,8751.09,9295229,1921412,216275,68496,mixed,
2025-11,120232737782800641,Bag Sales | Rozenama,OUTCOME_SALES,695.97,344528,155543,26014,23396,offsite_conversion.fb_pixel_purchase,10
2025-11,120234966687040641,Arab Therapy | 2025.11.16 | $20,OUTCOME_SALES,74.74,38167,21749,2632,1083,offsite_conversion.fb_pixel_purchase,
2025-11,120235078370530641,Bags Sales,OUTCOME_SALES,0.52,413,378,20,5,onsite_conversion.purchase,
2025-11,120235078931080641,Bags Sales - msg,OUTCOME_ENGAGEMENT,18.69,12262,7636,433,136,onsite_conversion.messaging_conversation_started_7d,82
2025-12,120222834173730641,Profile Traffic Campaign (Followers) | $12 | May 7,OUTCOME_TRAFFIC,309.56,554021,267328,12758,12273,mixed,
2025-12,120232492438500641,Purchase | Andromeda | 25.10.9,OUTCOME_SALES,9222.54,4419289,795556,93580,20277,mixed,
2025-12,120232737782800641,Bag Sales | Rozenama,OUTCOME_SALES,247.35,95621,40062,2568,1777,offsite_conversion.fb_pixel_purchase,4
2025-12,120236657763920641,iOS App Installs,OUTCOME_APP_PROMOTION,47.37,111773,61581,3489,367,mobile_app_install,
2025-12,120236657895780641,Android App Installs,OUTCOME_APP_PROMOTION,47.43,126133,59003,2454,2557,mobile_app_install,
2026-01,120222834173730641,Profile Traffic Campaign (Followers) | $12 | May 7,OUTCOME_TRAFFIC,309.67,793659,352956,14731,14118,mixed,
2026-01,120232492438500641,Purchase | Andromeda | 25.10.9,OUTCOME_SALES,8105.35,4287683,840671,106679,24397,mixed,
2026-01,120238023250780641,Dr Visit | Andromed CPAS,OUTCOME_SALES,460.34,216696,82993,18147,2165,onsite_conversion.purchase,5
2026-01,120238560005370641,Messages Campaign | Jan 2026,OUTCOME_ENGAGEMENT,153.75,208520,119994,3260,772,onsite_conversion.messaging_conversation_started_7d,200
2026-01,120238675409770641,Nursing | $61 | CBO TOFU | Engagement Msgs,OUTCOME_SALES,115.04,106431,61058,1413,577,onsite_conversion.purchase,2
2026-02,120222834173730641,Profile Traffic Campaign (Followers) | $12 | May 7,OUTCOME_TRAFFIC,279.73,601437,249467,12457,12305,mixed,
2026-02,120232492438500641,Purchase | Andromeda | 25.10.9,OUTCOME_SALES,7732.3,7139908,1421140,188645,42851,mixed,
2026-02,120236657763920641,iOS App Installs,OUTCOME_APP_PROMOTION,50.9,89781,51549,1877,726,mobile_app_install,
2026-02,120236657895780641,Android App Installs,OUTCOME_APP_PROMOTION,47.99,469887,172071,6441,6968,mobile_app_install,2
2026-02,120238560005370641,Messages Campaign | Jan 2026,OUTCOME_ENGAGEMENT,1119.96,1121037,455509,16402,5390,onsite_conversion.messaging_conversation_started_7d,956
2026-02,120238675409770641,Nursing | $61 | CBO TOFU | Engagement Msgs,OUTCOME_SALES,288.99,310997,149451,5588,1674,onsite_conversion.purchase,4
2026-02,120239705080970641,Ramadan 2026 Sales Campaign,OUTCOME_SALES,166.94,88380,44034,877,297,onsite_conversion.messaging_conversation_started_7d,55
2026-03,120222834173730641,Profile Traffic Campaign (Followers) | $12 | May 7,OUTCOME_TRAFFIC,310.59,889616,371312,15265,14893,mixed,
2026-03,120232492438500641,Purchase | Andromeda | 25.10.9,OUTCOME_SALES,9283.33,7473248,1476262,152592,38449,mixed,
2026-03,120236657763920641,iOS App Installs,OUTCOME_APP_PROMOTION,147.49,339845,160409,7368,2295,mobile_app_install,
2026-03,120236657895780641,Android App Installs,OUTCOME_APP_PROMOTION,148.44,1461952,470553,21260,22749,mobile_app_install,3
2026-03,120238560005370641,Messages Campaign | Jan 2026,OUTCOME_ENGAGEMENT,1370.82,1507739,590233,20646,5267,onsite_conversion.messaging_conversation_started_7d,1096
2026-03,120239705080970641,Ramadan 2026 Sales Campaign,OUTCOME_SALES,999.98,782188,281497,9759,4527,onsite_conversion.messaging_conversation_started_7d,641
2026-04,120222834173730641,Profile Traffic Campaign (Followers) | $12 | May 7,OUTCOME_TRAFFIC,483.72,1145238,614073,30442,24453,mixed,
2026-04,120232492438500641,Purchase | Andromeda | 25.10.9,OUTCOME_SALES,2332.9,1833702,541991,39470,9080,mixed,
2026-04,120238560005370641,Messages Campaign | Jan 2026,OUTCOME_ENGAGEMENT,486.34,516269,282036,5533,1316,onsite_conversion.messaging_conversation_started_7d,347
2026-04,120241966264500641,TESTING ABO | All Services,OUTCOME_ENGAGEMENT,796.87,872049,274852,24128,4342,onsite_conversion.purchase,13
2026-04,120242051468850641,Physiotherapy | WINNERS CBO,OUTCOME_SALES,511.03,481939,179327,13405,1658,onsite_conversion.purchase,13
2026-04,120242062940210641,Nursing | WINNERS CBO,OUTCOME_SALES,399.71,488987,195902,19071,1244,onsite_conversion.purchase,4
2026-04,120242062962520641,Lab Test | WINNERS CBO,OUTCOME_SALES,144.07,101853,55400,1786,386,onsite_conversion.purchase,
2026-04,120242062962530641,DrVisit | WINNERS CBO,OUTCOME_SALES,409.45,413955,181395,9849,1269,onsite_conversion.purchase,5
2026-04,120242225844470641,TESTING | Msg Vol | All Services,OUTCOME_ENGAGEMENT,1373.74,1055732,382410,15568,4966,mixed,
2026-04,120242398107390641,iOS installs | AF | 2026/4/17,OUTCOME_APP_PROMOTION,314.6,829245,395539,16462,8829,mobile_app_install,854
2026-04,120242398643690641,Android Installs | AF | 2026/4/17,OUTCOME_APP_PROMOTION,360.77,1060589,492622,10398,8901,mobile_app_install,2562
2026-04,120242543666780641,DrVisit | Msg Vol | WINNERS CBO,OUTCOME_ENGAGEMENT,527.96,354812,200086,5485,1769,onsite_conversion.messaging_conversation_started_7d,428
2026-04,120242543867550641,Physiotherapy | Msg Vol | WINNERS CBO,OUTCOME_ENGAGEMENT,719.07,774469,407173,10860,2932,onsite_conversion.messaging_conversation_started_7d,742
2026-04,120242544210890641,Nursing | Msg Vol | WINNERS CBO,OUTCOME_SALES,24.18,20798,16856,694,102,onsite_conversion.purchase,
2026-04,120242545277010641,Lab Test | Msg Vol | WINNERS CBO,OUTCOME_ENGAGEMENT,131.41,70627,51169,1316,289,onsite_conversion.messaging_conversation_started_7d,165
2026-04,120242571085330641,Nursing | Msg Vol | WINNERS CBO - Copy,OUTCOME_ENGAGEMENT,589.7,535747,285412,5206,1735,onsite_conversion.messaging_conversation_started_7d,385
2026-05,120222834173730641,Profile Traffic Campaign (Followers) | $12 | May 7,OUTCOME_TRAFFIC,777.9,1531718,824105,48757,45801,mixed,
2026-05,120242225844470641,TESTING | Msg Vol | All Services,OUTCOME_ENGAGEMENT,3706.49,2386855,702711,35570,10415,mixed,
2026-05,120242398107390641,iOS installs | AF | 2026/4/17,OUTCOME_APP_PROMOTION,772.36,1529967,599976,28559,14769,mobile_app_install,1172
2026-05,120242398643690641,Android Installs | AF | 2026/4/17,OUTCOME_APP_PROMOTION,934.57,2157937,782499,23791,22562,mobile_app_install,3954
2026-05,120242543666780641,DrVisit | Msg Vol | WINNERS CBO,OUTCOME_ENGAGEMENT,531.38,341240,175478,4763,2172,onsite_conversion.messaging_conversation_started_7d,417
2026-05,120242543867550641,Physiotherapy | Msg Vol | WINNERS CBO,OUTCOME_ENGAGEMENT,660.28,626326,325626,7588,2378,onsite_conversion.messaging_conversation_started_7d,527
2026-05,120242571085330641,Nursing | Msg Vol | WINNERS CBO - Copy,OUTCOME_ENGAGEMENT,733.31,654229,342308,5873,2119,onsite_conversion.messaging_conversation_started_7d,430
2026-05,120243699693650641,Friday Campaign,OUTCOME_ENGAGEMENT,550.29,307292,173423,3645,1839,onsite_conversion.messaging_conversation_started_7d,316
2026-05,120243794810700641,Nursing | Msg Vol | WINNERS ABO,OUTCOME_ENGAGEMENT,1836.97,1378285,462321,16685,9201,onsite_conversion.messaging_conversation_started_7d,1518
2026-05,120243795563080641,Physiotherapy | Msg Vol | WINNERS ABO,OUTCOME_ENGAGEMENT,1683.63,1187214,463984,15733,6598,onsite_conversion.messaging_conversation_started_7d,1234
2026-05,120243797074370641,DrVisit | Msg Vol | WINNERS ABO,OUTCOME_ENGAGEMENT,997.67,619301,296067,7758,3843,onsite_conversion.messaging_conversation_started_7d,689
2026-05,120243987229290641,B2B | Msg Vol | 2026 May 14,OUTCOME_ENGAGEMENT,116.35,543491,267223,9505,8796,link_click,8796
2026-05,120244454826100641,Retargeting CBO | All customers list,OUTCOME_SALES,115.87,33909,4443,504,110,onsite_conversion.purchase,1
2026-05,120244465663740641,Calls Test,OUTCOME_SALES,285.15,158532,64887,2831,370,click_to_call_native_call_placed,104
2026-06,120222834173730641,Profile Traffic Campaign (Followers) | $12 | May 7,OUTCOME_TRAFFIC,747.17,1248629,677242,45064,43666,mixed,
2026-06,120242225844470641,TESTING | Msg Vol | All Services,OUTCOME_ENGAGEMENT,2218.5,1701276,559853,27856,6444,mixed,
2026-06,120242398107390641,iOS installs | AF | 2026/4/17,OUTCOME_APP_PROMOTION,741.17,1337351,576788,22580,12714,mobile_app_install,734
2026-06,120242398643690641,Android Installs | AF | 2026/4/17,OUTCOME_APP_PROMOTION,895.5,1573214,686423,19226,18830,mobile_app_install,2803
2026-06,120243699693650641,Friday Campaign,OUTCOME_ENGAGEMENT,348.18,189396,93488,2929,1277,onsite_conversion.messaging_conversation_started_7d,224
2026-06,120243794810700641,Nursing | Msg Vol | WINNERS ABO,OUTCOME_ENGAGEMENT,2706.73,2135944,669825,25097,11195,onsite_conversion.messaging_conversation_started_7d,1364
2026-06,120243795563080641,Physiotherapy | Msg Vol | WINNERS ABO,OUTCOME_ENGAGEMENT,295.1,196008,114377,2583,1082,onsite_conversion.messaging_conversation_started_7d,198
2026-06,120243797074370641,DrVisit | Msg Vol | WINNERS ABO,OUTCOME_ENGAGEMENT,1451.23,1128425,381674,13654,6257,onsite_conversion.messaging_conversation_started_7d,861
2026-06,120244454826100641,Retargeting CBO | All customers list,OUTCOME_SALES,196.38,78285,6282,826,204,onsite_conversion.purchase,1
2026-06,120244465663740641,Calls Test,OUTCOME_SALES,584.27,395049,151463,7834,2058,click_to_call_native_call_placed,300
2026-06,120245547322430641,Physiotherapy New Test,OUTCOME_SALES,1705.1,1093389,363539,35904,19470,onsite_conversion.purchase,28
2026-07,120222834173730641,Profile Traffic Campaign (Followers) | $12 | May 7,OUTCOME_TRAFFIC,772.91,1270879,638344,45379,43432,mixed,
2026-07,120242225844470641,TESTING | Msg Vol | All Services,OUTCOME_ENGAGEMENT,2565.07,1899354,550953,30998,9807,mixed,
2026-07,120242398107390641,iOS installs | AF | 2026/4/17,OUTCOME_APP_PROMOTION,908.33,2233187,613390,33938,29006,mobile_app_install,1599
2026-07,120242398643690641,Android Installs | AF | 2026/4/17,OUTCOME_APP_PROMOTION,937.75,2494963,642849,31035,31153,mobile_app_install,5668
2026-07,120243699693650641,Friday Campaign,OUTCOME_ENGAGEMENT,306.16,171836,81292,2776,1307,onsite_conversion.messaging_conversation_started_7d,175
2026-07,120243794810700641,Nursing | Msg Vol | WINNERS ABO,OUTCOME_ENGAGEMENT,3534.5,3029449,808254,33139,16528,onsite_conversion.messaging_conversation_started_7d,1253
2026-07,120243795563080641,Physiotherapy | Msg Vol | WINNERS ABO,OUTCOME_ENGAGEMENT,950.02,1017762,332892,12614,5735,onsite_conversion.messaging_conversation_started_7d,575
2026-07,120243797074370641,DrVisit | Msg Vol | WINNERS ABO,OUTCOME_ENGAGEMENT,2769.12,1969690,597758,33263,10043,onsite_conversion.messaging_conversation_started_7d,1592
2026-07,120245547322430641,Physiotherapy New Test,OUTCOME_SALES,1869.49,1000820,278854,21108,4411,onsite_conversion.purchase,43
2026-07,120247539219840641,App Reg RT | Android | 2026/7/1,OUTCOME_APP_PROMOTION,29.57,23901,1906,571,621,app_custom_event.fb_mobile_complete_registration,
2026-08,120222834173730641,Profile Traffic Campaign (Followers) | $12 | May 7,OUTCOME_TRAFFIC,778.38,1417705,699692,45238,43550,mixed,
2026-08,120242225844470641,TESTING | Msg Vol | All Services,OUTCOME_ENGAGEMENT,977.35,877056,376445,13379,6359,mixed,
2026-08,120242398107390641,iOS installs | AF | 2026/4/17,OUTCOME_APP_PROMOTION,932.01,2312981,676415,33658,28295,mobile_app_install,1522
2026-08,120242398643690641,Android Installs | AF | 2026/4/17,OUTCOME_APP_PROMOTION,338.72,1528318,617376,17363,16887,mobile_app_install,2723
2026-08,120243699693650641,Friday Campaign,OUTCOME_ENGAGEMENT,311.98,208906,100905,2973,1301,onsite_conversion.messaging_conversation_started_7d,200
2026-08,120243794810700641,Nursing | Msg Vol | WINNERS ABO,OUTCOME_ENGAGEMENT,1603.71,1480134,563868,14274,6484,onsite_conversion.messaging_conversation_started_7d,629
2026-08,120243795563080641,Physiotherapy | Msg Vol | WINNERS ABO,OUTCOME_ENGAGEMENT,1028.68,1093091,387014,13491,6870,onsite_conversion.messaging_conversation_started_7d,618
2026-08,120243797074370641,DrVisit | Msg Vol | WINNERS ABO,OUTCOME_ENGAGEMENT,613.29,533154,293484,9266,2397,onsite_conversion.messaging_conversation_started_7d,406
2026-08,120248648659640641,Physiotherapy | Pur through Msg | 2026 Aug 11,OUTCOME_ENGAGEMENT,2279.91,1039801,266297,17502,8203,onsite_conversion.purchase,30
2026-08,120248650558730641,Nursing | Pur through Msg | 2026 Aug 11,OUTCOME_ENGAGEMENT,2579.05,1163989,379985,15179,6582,onsite_conversion.purchase,35
2026-08,120248651251340641,Dr Visit | Pur through Msg | 2026 Aug 11,OUTCOME_ENGAGEMENT,2341.14,1060690,325908,18867,7558,onsite_conversion.purchase,20
2026-08,120248671987100641,Android App Purchase | AF | 2026/8/12,OUTCOME_APP_PROMOTION,585.32,929214,298290,16261,15597,app_custom_event.fb_mobile_purchase,16
2026-08,120248822994440641,Hillah Physiotherapy,OUTCOME_ENGAGEMENT,313.67,362000,131002,13334,1757,onsite_conversion.messaging_conversation_started_7d,838
2026-08,120248963572680641,Dr Visit | 2026 Aug 29,OUTCOME_ENGAGEMENT,462.72,399297,220616,7013,2483,onsite_conversion.messaging_conversation_started_7d,240
2026-08,120248963701120641,Nursing | 2026 Aug 29,OUTCOME_ENGAGEMENT,408.91,393479,214930,3939,1995,onsite_conversion.messaging_conversation_started_7d,154
2026-08,120248963774150641,Physiotherapy | 2026 Aug 29,OUTCOME_ENGAGEMENT,427.08,381738,209554,5359,2560,onsite_conversion.messaging_conversation_started_7d,259
2026-09,120222834173730641,Profile Traffic Campaign (Followers) | $12 | May 7,OUTCOME_TRAFFIC,623.92,941082,499660,32180,31046,mixed,
2026-09,120242398107390641,iOS installs | AF | 2026/4/17,OUTCOME_APP_PROMOTION,752.12,1517138,526141,32546,29899,mobile_app_install,857
2026-09,120243699693650641,Friday Campaign,OUTCOME_ENGAGEMENT,247.17,139551,79841,1928,946,onsite_conversion.messaging_conversation_started_7d,137
2026-09,120248671987100641,Android App Purchase | AF | 2026/8/12,OUTCOME_APP_PROMOTION,751.34,1912035,351404,25440,25420,app_custom_event.fb_mobile_purchase,30
2026-09,120248673438050641,Android App Purchase | LAB TEST | AF | 2026/8/12,OUTCOME_APP_PROMOTION,407.51,488344,144041,18214,19266,app_custom_event.fb_mobile_purchase,3
2026-09,120248822994440641,Hillah Physiotherapy,OUTCOME_ENGAGEMENT,170.03,198368,83054,4814,791,onsite_conversion.messaging_conversation_started_7d,309
2026-09,120248963572680641,Dr Visit | 2026 Aug 29,OUTCOME_ENGAGEMENT,2920.74,2633798,665982,34142,15644,onsite_conversion.messaging_conversation_started_7d,1704
2026-09,120248963701120641,Nursing | 2026 Aug 29,OUTCOME_ENGAGEMENT,2452.85,2009445,626913,21342,9925,onsite_conversion.messaging_conversation_started_7d,1082
2026-09,120248963774150641,Physiotherapy | 2026 Aug 29,OUTCOME_ENGAGEMENT,3395.45,2635579,643645,37870,15447,onsite_conversion.messaging_conversation_started_7d,2300
2026-09,120249117919650641,Ultrasound + Doppler,OUTCOME_ENGAGEMENT,148.12,143998,83386,3055,431,onsite_conversion.messaging_conversation_started_7d,165
2026-09,120249191330680641,Staff,OUTCOME_LEADS,16.53,19059,17335,441,291,offsite_conversion.fb_pixel_lead,52
2026-09,120249272891680641,Physiotherapy Leads,OUTCOME_LEADS,31.3,19245,15878,797,721,offsite_conversion.fb_pixel_lead,
